carat - קראט,cut - חיתוך,color - צבע,clarity - שקיפות / דרגת ניקיון,depth - עומק באחוזים,table - משטח עליון באחוזים,x - אורך מ''מ,y - רוחב מ''מ,z - גובה מ''מ,price - מחיר בדולרים,מחיר לקרט
0.5,Good,G,VVS2,63.6,57.0,5.08,5.04,3.22,1858,3716.0
0.75,Premium,D,SI2,61.3,59.0,5.88,5.83,3.59,1858,2477.3333333333335
0.72,Premium,I,SI1,60.8,58.0,5.83,5.78,3.53,1858,2580.5555555555557
0.51,Ideal,G,VVS2,62.2,53.4,5.11,5.15,3.19,1859,3645.098039215686
0.76,Ideal,J,SI1,61.9,53.0,5.85,5.92,3.64,1859,2446.0526315789475
0.75,Very Good,J,SI1,61.7,56.0,5.81,5.92,3.62,1859,2478.6666666666665
0.64,Ideal,E,SI1,62.7,57.0,5.54,5.47,3.45,1859,2904.6875
0.48,Ideal,G,IF,61.6,54.0,5.03,5.1,3.12,1859,3872.916666666667
0.52,Very Good,D,VS1,62.6,59.0,5.03,5.13,3.18,1860,3576.9230769230767
0.7,Good,E,SI2,62.2,63.0,5.65,5.6,3.5,1860,2657.1428571428573
0.61,Very Good,G,VS2,62.0,57.0,5.44,5.47,3.38,1861,3050.8196721311474
0.71,Very Good,J,SI1,59.1,61.0,5.82,5.85,3.45,1861,2621.1267605633802
0.6,Ideal,G,VS2,60.4,57.0,5.49,5.51,3.32,1861,3101.666666666667
0.6,Ideal,G,VS2,62.0,54.0,5.43,5.47,3.38,1861,3101.666666666667
0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31,1861,3154.237288135593
0.65,Ideal,E,SI1,61.8,55.0,5.57,5.6,3.45,1862,2864.6153846153843
0.58,Premium,E,VS2,59.4,60.0,5.47,5.43,3.24,1862,3210.344827586207
0.6,Good,E,SI1,62.7,60.1,5.31,5.36,3.35,1863,3105.0
0.69,Premium,H,VS2,60.8,59.0,5.77,5.74,3.5,1863,2700.0
0.83,Ideal,H,SI2,61.8,57.0,6.08,5.99,3.73,1863,2244.5783132530123
0.57,Ideal,D,VS2,62.1,56.0,5.29,5.34,3.3,1864,3270.1754385964914
0.72,Ideal,J,SI1,61.8,54.0,5.76,5.8,3.57,1864,2588.888888888889
0.72,Ideal,J,SI1,61.9,54.0,5.76,5.8,3.58,1864,2588.888888888889
0.72,Ideal,J,SI1,62.3,56.0,5.75,5.78,3.59,1864,2588.888888888889
0.56,Premium,E,VS2,61.1,57.0,5.38,5.33,3.27,1864,3328.5714285714284
0.49,Very Good,G,IF,59.7,56.0,5.16,5.19,3.09,1865,3806.122448979592
0.53,Ideal,G,VVS2,60.0,57.0,5.27,5.29,3.17,1865,3518.8679245283015
0.5,Ideal,G,VVS1,62.2,55.0,5.09,5.14,3.18,1865,3730.0
0.5,Ideal,G,VVS1,62.1,53.5,5.08,5.13,3.17,1865,3730.0
0.5,Ideal,G,VVS1,61.8,54.0,5.13,5.16,3.18,1865,3730.0
0.55,Ideal,F,VS2,61.4,57.0,5.29,5.25,3.24,1865,3390.9090909090905
0.57,Ideal,D,VS2,61.7,57.0,5.3,5.33,3.28,1865,3271.9298245614036
0.47,Ideal,H,IF,61.9,56.0,4.99,5.02,3.1,1865,3968.085106382979
0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,1865,3968.085106382979
0.7,Fair,H,SI1,65.5,57.0,5.59,5.55,3.65,1865,2664.2857142857147
0.7,Good,H,SI1,64.2,58.0,5.62,5.59,3.6,1865,2664.2857142857147
0.7,Fair,H,SI1,65.3,55.0,5.58,5.54,3.63,1865,2664.2857142857147
0.58,Ideal,F,VS1,61.9,54.0,5.37,5.33,3.31,1865,3215.5172413793107
0.74,Fair,E,I1,58.2,65.0,6.03,5.89,3.47,1865,2520.2702702702704
0.56,Premium,D,SI1,62.3,58.0,5.28,5.21,3.27,1865,3330.3571428571427
0.74,Good,G,SI1,64.2,59.0,5.69,5.62,3.63,1865,2520.2702702702704
0.74,Good,G,SI1,63.6,58.0,5.73,5.71,3.64,1865,2520.2702702702704
0.72,Ideal,G,SI2,61.8,57.0,5.73,5.69,3.53,1866,2591.666666666667
0.72,Very Good,J,SI1,61.1,57.0,5.75,5.8,3.53,1866,2591.666666666667
0.59,Premium,I,IF,61.2,58.0,5.38,5.41,3.3,1866,3162.71186440678
0.54,Ideal,F,VS1,60.9,57.0,5.26,5.21,3.19,1866,3455.555555555555
0.6,Ideal,F,VS2,62.1,57.0,5.39,5.37,3.34,1866,3110.0
0.67,Very Good,H,VS2,62.9,55.0,5.56,5.6,3.51,1867,2786.567164179104
0.55,Very Good,D,VS2,59.8,57.0,5.31,5.35,3.19,1867,3394.545454545454
0.5,Ideal,G,VVS2,61.4,56.0,5.13,5.17,3.16,1867,3734.0
0.53,Ideal,G,VVS2,61.9,54.0,5.2,5.23,3.23,1867,3522.6415094339623
0.7,Very Good,I,VS2,62.8,55.0,5.63,5.67,3.55,1867,2667.1428571428573
0.7,Very Good,I,VS2,63.0,60.0,5.59,5.62,3.53,1867,2667.1428571428573
0.38,Ideal,D,VVS1,60.3,56.0,4.72,4.74,2.85,1867,4913.157894736842
0.61,Ideal,I,VVS2,62.0,54.0,5.51,5.47,3.4,1867,3060.655737704918
0.54,Ideal,G,VVS2,62.2,55.0,5.22,5.27,3.26,1868,3459.259259259259
0.44,Ideal,E,VVS1,61.4,55.0,4.92,4.95,3.03,1868,4245.454545454545
0.57,Ideal,G,VS1,62.1,56.0,5.31,5.34,3.3,1868,3277.1929824561407
0.54,Ideal,G,VS1,61.4,55.0,5.26,5.3,3.24,1868,3459.259259259259
0.52,Ideal,D,VS2,61.0,57.0,5.21,5.18,3.17,1868,3592.3076923076924
0.52,Premium,D,VS2,61.8,58.0,5.2,5.15,3.2,1868,3592.3076923076924
0.52,Ideal,D,VS2,62.1,57.0,5.17,5.13,3.2,1868,3592.3076923076924
0.71,Very Good,J,VS2,60.1,61.0,5.77,5.82,3.48,1869,2632.3943661971834
0.58,Premium,F,VS2,62.4,55.0,5.38,5.36,3.35,1869,3222.4137931034484
0.57,Ideal,F,VS2,60.8,57.0,5.34,5.37,3.25,1869,3278.947368421053
0.75,Fair,J,VS1,61.9,67.0,5.8,5.7,3.56,1869,2492.0
0.59,Very Good,H,VVS1,63.7,56.0,5.35,5.38,3.42,1870,3169.491525423729
0.51,Ideal,F,VS1,61.6,55.0,5.14,5.18,3.18,1870,3666.6666666666665
0.62,Very Good,I,VVS1,63.1,58.0,5.4,5.44,3.42,1871,3017.741935483871
0.51,Very Good,G,VVS1,63.2,59.0,5.04,5.09,3.2,1871,3668.627450980392
0.57,Very Good,F,VS1,60.3,58.0,5.36,5.39,3.24,1871,3282.4561403508774
0.63,Premium,G,VS2,61.5,57.0,5.54,5.51,3.4,1871,2969.84126984127
0.55,Ideal,F,VS2,61.6,56.0,5.31,5.29,3.27,1871,3401.8181818181815
0.55,Ideal,F,VS2,62.1,55.0,5.27,5.25,3.26,1871,3401.8181818181815
0.58,Very Good,G,VVS2,62.1,58.0,5.35,5.4,3.34,1872,3227.586206896552
0.51,Good,G,VVS1,63.2,58.0,5.08,5.11,3.22,1872,3670.5882352941176
0.52,Ideal,F,VS1,61.6,56.0,5.2,5.16,3.18,1872,3600.0
0.47,Ideal,E,VS1,61.2,56.0,5.01,5.05,3.08,1872,3982.9787234042556
0.52,Ideal,F,VS1,62.2,55.0,5.18,5.14,3.21,1872,3600.0
0.52,Ideal,H,VVS1,60.4,57.0,5.23,5.2,3.15,1872,3600.0
0.52,Ideal,F,VS1,62.0,57.0,5.16,5.13,3.19,1872,3600.0
0.52,Premium,F,VS1,61.7,56.0,5.17,5.14,3.18,1872,3600.0
0.52,Ideal,F,VS1,61.2,57.0,5.2,5.16,3.17,1872,3600.0
0.52,Ideal,F,VS1,62.3,55.0,5.21,5.16,3.23,1872,3600.0
0.64,Very Good,G,VS2,62.7,59.0,5.44,5.5,3.43,1873,2926.5625
0.51,Premium,D,VS1,59.5,57.0,5.24,5.21,3.11,1873,3672.549019607843
0.51,Ideal,D,VS1,62.5,57.0,5.13,5.08,3.19,1873,3672.549019607843
0.51,Ideal,D,VS1,62.4,57.0,5.13,5.09,3.19,1873,3672.549019607843
0.53,Very Good,E,VS1,61.8,60.0,5.13,5.22,3.2,1874,3535.8490566037735
0.7,Ideal,J,VS2,62.6,57.0,5.64,5.67,3.54,1874,2677.1428571428573
0.7,Ideal,J,VS2,61.8,53.0,5.73,5.76,3.55,1874,2677.1428571428573
0.7,Ideal,J,VS2,62.4,55.0,5.68,5.7,3.55,1874,2677.1428571428573
0.7,Ideal,I,SI2,62.3,55.0,5.67,5.72,3.55,1874,2677.1428571428573
0.52,Very Good,E,VS1,59.1,58.0,5.31,5.38,3.16,1875,3605.7692307692305
0.71,Very Good,I,SI2,63.7,57.0,5.64,5.67,3.6,1875,2640.845070422535
0.51,Ideal,G,VVS2,61.3,57.0,5.12,5.15,3.15,1875,3676.470588235294
0.51,Premium,G,VVS2,61.7,58.0,5.11,5.14,3.16,1875,3676.470588235294
0.51,Very Good,G,VVS2,61.7,58.0,5.13,5.18,3.18,1875,3676.470588235294
0.51,Good,G,VVS2,63.1,58.0,5.07,5.11,3.21,1875,3676.470588235294
0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,1875,3676.470588235294
0.51,Ideal,G,VVS2,60.1,56.0,5.19,5.22,3.13,1875,3676.470588235294
0.51,Ideal,G,VVS2,61.8,56.0,5.1,5.16,3.17,1875,3676.470588235294
0.51,Ideal,G,VVS2,61.9,55.0,5.15,5.19,3.2,1875,3676.470588235294
0.51,Very Good,G,VVS2,62.9,57.0,5.09,5.12,3.21,1875,3676.470588235294
0.51,Ideal,G,VVS2,61.5,57.0,5.13,5.18,3.17,1875,3676.470588235294
0.51,Ideal,G,VVS2,61.1,56.0,5.15,5.19,3.16,1875,3676.470588235294
0.51,Ideal,G,VVS2,62.6,57.0,5.1,5.12,3.2,1875,3676.470588235294
0.51,Premium,G,VVS2,59.1,59.0,5.18,5.21,3.07,1875,3676.470588235294
0.51,Ideal,G,VVS2,61.2,55.0,5.15,5.18,3.16,1875,3676.470588235294
0.51,Ideal,G,VVS2,61.6,56.0,5.12,5.17,3.17,1875,3676.470588235294
0.6,Premium,E,VS1,61.0,61.0,5.46,5.39,3.31,1875,3125.0
0.54,Ideal,H,VVS1,61.3,56.0,5.23,5.27,3.22,1875,3472.222222222222
0.51,Ideal,F,VS2,62.6,55.0,5.15,5.1,3.21,1875,3676.470588235294
0.6,Ideal,F,VS2,61.9,55.0,5.43,5.46,3.37,1875,3125.0
0.59,Ideal,E,VS2,62.1,55.0,5.4,5.42,3.36,1875,3177.9661016949153
0.7,Premium,G,SI2,61.0,58.0,5.75,5.72,3.5,1875,2678.571428571429
0.72,Premium,J,VS1,63.0,56.0,5.72,5.67,3.59,1875,2604.166666666667
0.7,Very Good,I,SI2,58.8,60.0,5.8,5.83,3.42,1876,2680.0
0.57,Ideal,G,VS1,60.3,57.0,5.4,5.42,3.26,1876,3291.228070175439
0.58,Ideal,H,VS2,61.8,55.0,5.36,5.39,3.32,1876,3234.4827586206898
0.58,Ideal,D,VS2,61.2,57.0,5.37,5.41,3.3,1876,3234.4827586206898
0.51,Ideal,H,VVS2,61.6,55.0,5.11,5.14,3.16,1877,3680.392156862745
0.51,Ideal,G,VVS2,62.0,57.0,5.11,5.15,3.18,1877,3680.392156862745
0.61,Very Good,H,VVS2,62.8,58.0,5.4,5.42,3.4,1877,3077.0491803278687
0.61,Premium,D,SI1,62.3,58.0,5.4,5.45,3.38,1877,3077.0491803278687
0.51,Very Good,D,VS2,60.1,59.0,5.16,5.19,3.11,1877,3680.392156862745
0.51,Ideal,E,VS2,60.7,56.0,5.17,5.21,3.15,1877,3680.392156862745
0.73,Ideal,J,SI1,61.8,56.0,5.78,5.81,3.58,1877,2571.232876712329
0.53,Premium,D,VS2,62.4,59.0,5.18,5.14,3.22,1877,3541.5094339622638
0.53,Ideal,D,VS2,60.9,57.0,5.24,5.17,3.17,1877,3541.5094339622638
0.79,Premium,G,SI2,60.8,58.0,6.0,5.98,3.61,1877,2375.9493670886077
0.59,Very Good,G,VS1,62.0,56.0,5.35,5.39,3.33,1878,3183.0508474576272
0.62,Ideal,H,VS1,61.4,56.0,5.47,5.51,3.37,1878,3029.032258064516
0.52,Ideal,G,VVS2,61.6,56.0,5.18,5.15,3.18,1878,3611.5384615384614
0.52,Ideal,G,VVS2,60.8,57.0,5.2,5.17,3.15,1878,3611.5384615384614
0.7,Good,F,SI1,64.3,62.0,5.55,5.49,3.55,1878,2682.857142857143
0.52,Ideal,G,VVS2,61.2,55.0,5.22,5.2,3.19,1878,3611.5384615384614
0.55,Very Good,G,VVS2,57.1,63.0,5.39,5.47,3.1,1879,3416.363636363636
0.51,Ideal,H,IF,62.3,54.0,5.14,5.17,3.21,1879,3684.313725490196
0.51,Ideal,H,IF,62.0,54.0,5.14,5.18,3.2,1879,3684.313725490196
0.72,Premium,J,SI1,62.0,58.0,5.77,5.74,3.57,1879,2609.722222222222
0.58,Premium,D,SI1,60.2,58.0,5.46,5.37,3.26,1879,3239.6551724137935
0.53,Very Good,F,VVS2,59.6,56.0,5.27,5.31,3.16,1880,3547.1698113207544
0.64,Ideal,H,SI1,61.7,55.0,5.54,5.57,3.43,1880,2937.5
0.64,Ideal,H,SI1,61.8,55.0,5.56,5.57,3.44,1880,2937.5
0.53,Ideal,G,VVS2,61.5,56.0,5.18,5.22,3.2,1881,3549.056603773585
0.53,Ideal,G,VVS2,60.4,55.0,5.26,5.3,3.19,1881,3549.056603773585
0.55,Very Good,H,VVS1,61.1,57.0,5.26,5.35,3.24,1881,3419.9999999999995
0.55,Ideal,F,VS1,61.9,56.0,5.25,5.29,3.26,1881,3419.9999999999995
0.71,Good,J,VS1,63.3,55.0,5.62,5.66,3.57,1881,2649.2957746478874
0.55,Ideal,F,VS1,62.0,55.0,5.26,5.29,3.27,1881,3419.9999999999995
0.55,Ideal,F,VS1,61.6,57.0,5.23,5.29,3.24,1881,3419.9999999999995
0.52,Ideal,G,VVS1,61.6,56.0,5.16,5.2,3.19,1881,3617.3076923076924
0.55,Premium,G,VS1,62.0,57.0,5.3,5.25,3.27,1881,3419.9999999999995
0.55,Ideal,G,VS1,60.9,55.0,5.32,5.29,3.23,1881,3419.9999999999995
0.55,Ideal,G,VS1,61.6,55.0,5.32,5.29,3.27,1881,3419.9999999999995
0.55,Premium,E,VS2,61.5,56.0,5.28,5.25,3.24,1881,3419.9999999999995
0.55,Premium,E,VS2,60.5,58.0,5.32,5.26,3.2,1881,3419.9999999999995
0.55,Premium,E,VS2,61.4,57.0,5.29,5.27,3.24,1881,3419.9999999999995
0.65,Fair,F,VS2,58.3,64.0,5.7,5.62,3.3,1881,2893.846153846154
0.75,Premium,F,SI2,59.8,60.0,5.96,5.92,3.55,1881,2508.0
0.51,Ideal,D,VS2,61.2,55.0,5.18,5.16,3.16,1882,3690.1960784313724
0.51,Very Good,D,VS1,63.3,57.0,5.07,5.1,3.22,1882,3690.1960784313724
0.51,Ideal,D,VS1,62.3,56.0,5.09,5.12,3.18,1882,3690.1960784313724
0.67,Good,I,VVS2,58.9,51.0,5.74,5.78,3.4,1882,2808.955223880597
0.56,Ideal,H,VVS1,62.3,55.0,5.3,5.26,3.29,1882,3360.7142857142853
0.51,Ideal,D,VS2,60.9,56.0,5.19,5.16,3.15,1882,3690.1960784313724
0.51,Premium,D,VS2,59.7,58.0,5.24,5.18,3.11,1882,3690.1960784313724
0.51,Ideal,D,VS2,61.6,56.0,5.17,5.15,3.18,1882,3690.1960784313724
0.51,Ideal,D,VS2,61.8,55.0,5.18,5.15,3.19,1882,3690.1960784313724
0.51,Premium,D,VS2,60.5,60.0,5.19,5.16,3.13,1882,3690.1960784313724
0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,1882,3690.1960784313724
0.51,Ideal,D,VS2,61.5,55.0,5.18,5.13,3.17,1882,3690.1960784313724
0.51,Ideal,D,VS2,61.9,55.0,5.13,5.11,3.17,1882,3690.1960784313724
0.23,Very Good,D,VVS1,62.5,58.0,3.94,3.96,2.47,530,2304.3478260869565
0.23,Very Good,D,VVS1,63.3,58.0,3.9,3.93,2.48,530,2304.3478260869565
0.23,Very Good,D,VVS1,62.4,58.0,3.91,3.97,2.46,530,2304.3478260869565
0.23,Very Good,F,IF,59.5,58.0,4.0,4.03,2.39,530,2304.3478260869565
0.23,Ideal,F,VVS2,62.3,56.0,3.95,4.01,2.48,530,2304.3478260869565
0.23,Ideal,F,VVS2,60.9,57.0,3.95,3.97,2.41,530,2304.3478260869565
0.23,Ideal,F,VVS2,62.0,56.0,3.92,3.98,2.45,530,2304.3478260869565
0.23,Ideal,F,VVS2,61.9,57.0,3.93,3.96,2.44,530,2304.3478260869565
0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,530,2304.3478260869565
0.23,Ideal,F,VVS2,61.0,57.0,3.98,4.02,2.44,530,2304.3478260869565
0.23,Ideal,E,VVS2,62.5,57.0,3.92,3.99,2.47,530,2304.3478260869565
0.23,Ideal,E,VVS2,62.8,57.0,3.91,3.96,2.47,530,2304.3478260869565
0.23,Ideal,D,VVS2,62.1,57.0,3.92,3.97,2.45,530,2304.3478260869565
0.23,Ideal,F,VVS1,62.7,57.0,3.9,3.92,2.45,530,2304.3478260869565
0.31,Ideal,H,SI1,61.0,56.0,4.38,4.41,2.68,530,1709.6774193548388
0.34,Ideal,D,I1,61.4,55.0,4.52,4.5,2.77,530,1558.8235294117646
0.34,Ideal,D,I1,62.5,57.0,4.49,4.47,2.8,530,1558.8235294117646
0.32,Premium,I,SI2,60.0,58.0,4.48,4.45,2.68,530,1656.25
0.23,Very Good,E,VVS2,60.9,60.0,3.96,3.99,2.42,530,2304.3478260869565
0.23,Very Good,E,VVS1,61.1,60.0,3.95,4.01,2.43,530,2304.3478260869565
0.23,Very Good,E,VVS1,61.3,60.0,3.95,4.01,2.44,530,2304.3478260869565
0.23,Very Good,E,VVS1,58.6,61.0,4.02,4.04,2.36,530,2304.3478260869565
0.23,Very Good,E,VVS2,61.8,58.0,3.92,3.94,2.43,530,2304.3478260869565
0.23,Good,E,VVS2,63.3,56.0,3.88,3.92,2.47,530,2304.3478260869565
0.23,Very Good,D,VVS2,60.4,59.0,3.95,4.0,2.4,530,2304.3478260869565
0.34,Ideal,G,SI1,61.9,55.5,4.49,4.54,2.79,531,1561.764705882353
0.34,Ideal,G,SI1,61.8,54.4,4.49,4.52,2.79,531,1561.764705882353
0.37,Ideal,G,SI1,61.1,56.0,4.64,4.66,2.84,531,1435.1351351351352
0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,531,1712.9032258064517
0.23,Premium,G,VVS1,61.3,59.0,3.96,3.94,2.42,531,2308.695652173913
0.51,Ideal,D,VS2,61.5,57.0,5.14,5.11,3.15,1882,3690.1960784313724
0.51,Ideal,D,VS2,61.7,55.0,5.14,5.11,3.16,1882,3690.1960784313724
0.51,Ideal,D,VS2,61.9,56.0,5.14,5.11,3.17,1882,3690.1960784313724
0.51,Ideal,D,VS2,62.4,55.0,5.14,5.11,3.2,1882,3690.1960784313724
0.51,Ideal,D,VS2,62.1,56.0,5.16,5.11,3.19,1882,3690.1960784313724
0.51,Premium,D,VS2,61.1,59.0,5.16,5.12,3.14,1882,3690.1960784313724
0.51,Ideal,D,VS2,62.3,55.0,5.19,5.12,3.21,1882,3690.1960784313724
0.51,Ideal,D,VS2,61.8,55.0,5.16,5.1,3.17,1882,3690.1960784313724
0.51,Ideal,D,VS2,61.9,57.0,5.13,5.11,3.17,1882,3690.1960784313724
0.51,Ideal,D,VS2,62.3,57.0,5.12,5.09,3.18,1882,3690.1960784313724
0.51,Ideal,D,VS2,62.7,55.0,5.12,5.09,3.2,1882,3690.1960784313724
0.51,Ideal,D,VS2,61.9,57.0,5.15,5.09,3.17,1882,3690.1960784313724
0.56,Ideal,E,VS2,61.4,57.0,5.35,5.31,3.27,1882,3360.7142857142853
0.51,Premium,E,VVS2,62.0,62.0,5.09,5.04,3.14,1882,3690.1960784313724
0.56,Premium,E,VS1,60.1,61.0,5.38,5.31,3.21,1882,3360.7142857142853
0.51,Premium,F,VVS2,61.2,59.0,5.19,5.1,3.15,1882,3690.1960784313724
0.56,Premium,E,VS2,58.8,59.0,5.45,5.36,3.18,1882,3360.7142857142853
0.56,Premium,E,VS2,61.0,62.0,5.36,5.28,3.24,1882,3360.7142857142853
0.54,Good,H,VVS2,60.9,57.2,5.22,5.26,3.19,1883,3487.037037037037
0.59,Premium,H,VVS1,62.0,58.0,5.36,5.38,3.33,1883,3191.5254237288136
0.57,Very Good,E,VS1,62.9,57.0,5.27,5.29,3.32,1883,3303.508771929825
0.7,Very Good,F,SI2,63.4,58.0,5.62,5.58,3.55,1883,2690.0
0.47,Ideal,E,VVS2,62.0,55.0,4.97,5.0,3.09,1883,4006.3829787234044
0.5,Ideal,G,VVS1,62.2,55.0,5.09,5.11,3.17,1883,3766.0
0.5,Ideal,G,VVS1,62.2,54.0,5.1,5.13,3.18,1883,3766.0
0.5,Ideal,G,VVS1,61.9,58.0,5.06,5.09,3.14,1883,3766.0
0.52,Ideal,E,VS1,60.0,56.0,5.25,5.29,3.16,1883,3621.153846153846
0.71,Very Good,I,SI1,62.6,63.0,5.61,5.54,3.49,1883,2652.1126760563384
0.59,Ideal,E,VS2,61.5,56.0,5.42,5.38,3.32,1883,3191.5254237288136
0.59,Premium,E,VS2,62.3,55.0,5.43,5.39,3.37,1883,3191.5254237288136
0.71,Premium,H,SI1,61.0,58.0,5.75,5.67,3.49,1883,2652.1126760563384
0.61,Very Good,E,VS2,60.1,60.0,5.5,5.54,3.32,1884,3088.5245901639346
0.58,Premium,G,VS1,61.5,58.0,5.35,5.41,3.31,1884,3248.2758620689656
0.58,Ideal,G,VS1,62.6,54.0,5.3,5.34,3.33,1884,3248.2758620689656
0.58,Ideal,E,VS2,61.9,56.0,5.35,5.38,3.32,1884,3248.2758620689656
0.58,Ideal,E,VS2,61.1,57.0,5.39,5.41,3.3,1884,3248.2758620689656
0.58,Ideal,E,VS2,61.6,55.0,5.33,5.38,3.3,1884,3248.2758620689656
0.58,Ideal,E,VS2,61.9,57.0,5.33,5.37,3.31,1884,3248.2758620689656
0.58,Ideal,G,VS1,62.0,57.0,5.32,5.35,3.31,1884,3248.2758620689656
0.57,Ideal,E,VS1,61.6,55.0,5.32,5.36,3.29,1884,3305.263157894737
0.57,Ideal,E,VS1,60.5,57.0,5.33,5.38,3.24,1884,3305.263157894737
0.51,Ideal,D,SI1,60.7,56.0,5.18,5.2,3.15,1884,3694.1176470588234
0.5,Very Good,G,VVS1,63.3,53.0,5.06,5.09,3.21,1885,3770.0
0.54,Very Good,D,VS2,60.5,59.0,5.24,5.28,3.18,1885,3490.7407407407404
0.63,Very Good,D,SI1,62.8,57.0,5.4,5.46,3.41,1885,2992.063492063492
0.51,Good,G,VVS2,57.6,56.0,5.27,5.35,3.06,1885,3696.078431372549
0.66,Ideal,G,SI1,61.7,55.0,5.64,5.6,3.47,1885,2856.060606060606
0.72,Very Good,J,SI1,58.3,62.0,5.87,5.93,3.44,1886,2619.4444444444443
0.52,Ideal,E,VS1,61.3,56.0,5.18,5.22,3.19,1886,3626.9230769230767
0.59,Premium,H,VVS2,62.3,55.0,5.42,5.33,3.35,1886,3196.6101694915255
0.5,Very Good,G,VVS1,59.6,63.0,5.11,5.16,3.06,1887,3774.0
0.52,Ideal,G,VS1,60.4,57.0,5.21,5.24,3.16,1887,3628.846153846154
0.52,Ideal,E,VS2,61.7,56.0,5.16,5.21,3.2,1888,3630.7692307692305
0.56,Ideal,H,VS1,60.2,57.0,5.38,5.35,3.23,1888,3371.428571428571
0.54,Very Good,E,VS1,61.8,58.0,5.23,5.28,3.25,1889,3498.148148148148
0.56,Ideal,G,VVS2,62.5,56.0,5.24,5.28,3.29,1889,3373.2142857142853
0.7,Premium,H,SI1,61.9,59.0,5.67,5.74,3.53,1889,2698.571428571429
0.54,Very Good,F,VS2,62.0,59.0,5.16,5.22,3.22,1889,3498.148148148148
0.58,Ideal,D,VS2,61.2,54.0,5.4,5.42,3.31,1889,3256.896551724138
0.71,Ideal,J,SI1,61.6,57.0,5.72,5.75,3.53,1889,2660.56338028169
0.7,Very Good,H,SI2,63.8,55.0,5.57,5.59,3.56,1890,2700.0
0.7,Very Good,H,SI2,63.3,56.0,5.64,5.68,3.58,1890,2700.0
0.7,Very Good,I,SI1,63.8,59.0,5.56,5.6,3.56,1890,2700.0
0.7,Very Good,I,SI1,63.2,59.0,5.59,5.62,3.54,1890,2700.0
0.55,Ideal,D,VS1,61.7,55.0,5.25,5.26,3.24,1890,3436.363636363636
0.6,Ideal,E,SI1,61.3,56.0,5.49,5.44,3.35,1890,3150.0
0.56,Ideal,G,VS1,61.2,54.0,5.36,5.32,3.27,1890,3374.9999999999995
0.55,Ideal,F,VS1,60.6,56.0,5.33,5.37,3.24,1890,3436.363636363636
0.7,Premium,I,SI2,62.4,58.0,5.68,5.64,3.53,1890,2700.0
0.7,Premium,I,SI2,59.5,58.0,5.79,5.73,3.43,1890,2700.0
0.5,Fair,E,VS1,55.3,65.0,5.35,5.31,2.95,1890,3780.0
0.7,Premium,F,SI2,62.0,58.0,5.7,5.64,3.52,1890,2700.0
0.5,Very Good,F,VVS2,61.2,57.0,5.1,5.13,3.13,1891,3782.0
0.59,Ideal,G,SI1,61.3,56.0,5.41,5.43,3.32,1891,3205.084745762712
0.54,Ideal,D,VS2,61.1,56.0,5.25,5.29,3.22,1892,3503.7037037037035
0.54,Ideal,D,VS2,61.8,56.0,5.21,5.24,3.23,1892,3503.7037037037035
0.54,Ideal,D,VS2,61.1,57.0,5.22,5.25,3.2,1892,3503.7037037037035
0.54,Very Good,D,VS2,61.1,55.0,5.24,5.37,3.24,1892,3503.7037037037035
0.54,Ideal,D,VS2,61.3,56.0,5.22,5.26,3.21,1892,3503.7037037037035
0.54,Very Good,D,VS2,61.7,58.0,5.16,5.24,3.21,1892,3503.7037037037035
0.54,Ideal,D,VS2,61.1,57.0,5.19,5.29,3.2,1892,3503.7037037037035
0.54,Very Good,D,VS2,60.6,58.0,5.26,5.3,3.2,1892,3503.7037037037035
0.54,Premium,D,VS2,60.9,58.0,5.27,5.31,3.22,1892,3503.7037037037035
0.54,Ideal,D,VS2,62.6,57.0,5.18,5.24,3.26,1892,3503.7037037037035
0.54,Premium,D,VS2,61.5,58.0,5.21,5.26,3.22,1892,3503.7037037037035
0.54,Ideal,D,VS2,61.8,57.0,5.22,5.26,3.24,1892,3503.7037037037035
0.5,Ideal,E,VS2,60.4,56.0,5.15,5.21,3.13,1892,3784.0
0.73,Fair,I,SI2,61.3,67.0,5.77,5.64,3.51,1892,2591.780821917808
0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,1893,3786.0
0.53,Ideal,G,VVS2,62.1,54.0,5.18,5.22,3.23,1893,3571.698113207547
0.52,Ideal,H,VVS1,61.7,53.0,5.19,5.25,3.22,1893,3640.3846153846152
0.51,Ideal,G,VVS1,60.5,59.0,5.16,5.19,3.13,1893,3711.7647058823527
0.5,Ideal,D,VS2,61.8,56.0,5.11,5.14,3.16,1893,3786.0
0.52,Ideal,E,VS1,62.0,53.0,5.16,5.2,3.21,1893,3640.3846153846152
0.58,Ideal,E,VS1,62.6,56.0,5.33,5.27,3.32,1893,3263.7931034482763
0.5,Ideal,D,VS1,61.0,56.0,5.13,5.17,3.14,1893,3786.0
0.62,Good,G,VS1,62.5,60.8,5.37,5.47,3.39,1893,3053.2258064516127
